index,true,predicted,predicted_probability,occlusion_mode
565,angry,sad,0.570755124092102,eye
567,angry,neutral,0.41735225915908813,eye
568,angry,happy,0.6247157454490662,eye
570,angry,sad,0.5847115516662598,eye
572,angry,sad,0.514717698097229,eye
573,angry,neutral,0.6226511001586914,eye
576,angry,neutral,0.6034220457077026,eye
578,angry,neutral,0.7326386570930481,eye
583,angry,surprise,0.8515692949295044,eye
584,angry,fear,0.7059022188186646,eye
585,angry,sad,0.36134764552116394,eye
587,angry,fear,0.6582038998603821,eye
588,angry,fear,0.6067448854446411,eye
589,angry,fear,0.4645579755306244,eye
590,angry,neutral,0.6486054062843323,eye
593,angry,fear,0.8453456163406372,eye
594,angry,disgust,0.9732613563537598,eye
596,angry,fear,0.9364380836486816,eye
597,angry,sad,0.4472910165786743,eye
599,angry,fear,0.3895569443702698,eye
603,angry,fear,0.9254447221755981,eye
606,angry,neutral,0.35678553581237793,eye
608,angry,happy,0.8197141885757446,eye
609,angry,fear,0.6506041288375854,eye
610,angry,surprise,0.7608798742294312,eye
613,angry,sad,0.40493425726890564,eye
616,angry,neutral,0.4553591012954712,eye
619,angry,fear,0.32835549116134644,eye
626,angry,sad,0.48276805877685547,eye
627,angry,sad,0.37781327962875366,eye
628,angry,sad,0.7656565308570862,eye
629,angry,happy,0.3841322660446167,eye
631,angry,fear,0.6005978584289551,eye
632,angry,sad,0.5913494229316711,eye
633,angry,fear,0.3218782842159271,eye
634,angry,sad,0.5670220255851746,eye
635,angry,sad,0.5562689304351807,eye
641,angry,fear,0.5086034536361694,eye
642,angry,fear,0.3232739567756653,eye
644,angry,sad,0.549289345741272,eye
645,angry,fear,0.3540954887866974,eye
646,angry,sad,0.5977320075035095,eye
647,angry,sad,0.3078869581222534,eye
648,angry,sad,0.5308833122253418,eye
651,angry,fear,0.6428261399269104,eye
652,angry,neutral,0.4771084785461426,eye
655,angry,happy,0.4713987708091736,eye
657,angry,sad,0.40482088923454285,eye
658,angry,sad,0.32165688276290894,eye
661,angry,happy,0.4016268253326416,eye
662,angry,neutral,0.4929872155189514,eye
665,angry,fear,0.8134708404541016,eye
667,angry,sad,0.28784823417663574,eye
668,angry,neutral,0.5391569137573242,eye
669,angry,neutral,0.4300110936164856,eye
673,angry,sad,0.5545353889465332,eye
674,angry,sad,0.4383676052093506,eye
675,angry,sad,0.793889582157135,eye
676,angry,sad,0.6284092664718628,eye
677,angry,fear,0.3787494897842407,eye
678,angry,sad,0.3258322775363922,eye
682,angry,sad,0.43312907218933105,eye
684,angry,fear,0.4636160731315613,eye
686,angry,happy,0.4075279235839844,eye
687,angry,fear,0.631323516368866,eye
689,angry,neutral,0.3899328410625458,eye
692,angry,fear,0.3918880224227905,eye
693,angry,sad,0.33236923813819885,eye
694,angry,neutral,0.33589673042297363,eye
695,angry,sad,0.6171725988388062,eye
698,angry,happy,0.39019230008125305,eye
701,angry,sad,0.49508219957351685,eye
703,angry,sad,0.5792125463485718,eye
704,angry,sad,0.4697529375553131,eye
705,angry,fear,0.6065034866333008,eye
707,angry,neutral,0.49124765396118164,eye
709,angry,fear,0.6011531352996826,eye
710,angry,happy,0.9355823993682861,eye
712,angry,neutral,0.5605019330978394,eye
714,angry,sad,0.6494377851486206,eye
715,angry,happy,0.4539024829864502,eye
716,angry,sad,0.674627423286438,eye
720,angry,surprise,0.8611508011817932,eye
722,angry,surprise,0.7578455209732056,eye
727,angry,fear,0.6401535868644714,eye
731,angry,neutral,0.39950984716415405,eye
733,angry,neutral,0.508116602897644,eye
735,angry,neutral,0.7854902744293213,eye
736,angry,neutral,0.5977159142494202,eye
737,angry,sad,0.32228660583496094,eye
740,angry,fear,0.847224235534668,eye
741,angry,happy,0.9903196096420288,eye
743,angry,neutral,0.48288387060165405,eye
746,angry,sad,0.5823904871940613,eye
747,angry,neutral,0.3436300754547119,eye
748,angry,fear,0.5123124122619629,eye
751,angry,sad,0.5028349161148071,eye
752,angry,sad,0.38304275274276733,eye
753,angry,disgust,0.7853680849075317,eye
754,angry,fear,0.31582745909690857,eye
759,angry,fear,0.6057877540588379,eye
760,angry,sad,0.5888900756835938,eye
764,angry,sad,0.4920567572116852,eye
765,angry,fear,0.5816452503204346,eye
766,angry,surprise,0.7404011487960815,eye
768,angry,happy,0.6342320442199707,eye
769,angry,neutral,0.3997418284416199,eye
771,angry,neutral,0.47431814670562744,eye
773,angry,fear,0.7444946765899658,eye
774,angry,neutral,0.3076499104499817,eye
775,angry,sad,0.8668519854545593,eye
776,angry,sad,0.5361679792404175,eye
778,angry,sad,0.6823036670684814,eye
779,angry,happy,0.3329188823699951,eye
782,angry,neutral,0.3577510714530945,eye
784,angry,sad,0.7031354308128357,eye
785,angry,fear,0.3310035169124603,eye
786,angry,sad,0.6235259771347046,eye
788,angry,neutral,0.395042359828949,eye
789,angry,neutral,0.5255845785140991,eye
791,angry,sad,0.3854910731315613,eye
792,angry,sad,0.5885284543037415,eye
794,angry,sad,0.5364503264427185,eye
796,disgust,fear,0.33933907747268677,eye
797,disgust,fear,0.46871501207351685,eye
798,disgust,angry,0.4053819179534912,eye
800,disgust,fear,0.40861645340919495,eye
801,disgust,angry,0.8638356328010559,eye
804,disgust,neutral,0.4504607617855072,eye
805,disgust,angry,0.3582773804664612,eye
806,disgust,angry,0.4023117125034332,eye
807,disgust,angry,0.5409063696861267,eye
818,disgust,sad,0.48170006275177,eye
819,disgust,angry,0.3027915954589844,eye
821,disgust,angry,0.812348484992981,eye
828,disgust,fear,0.35814934968948364,eye
829,disgust,angry,0.3497810661792755,eye
831,disgust,sad,0.6061379313468933,eye
834,disgust,fear,0.5218783617019653,eye
837,disgust,angry,0.8561761379241943,eye
838,disgust,neutral,0.5662115216255188,eye
839,disgust,angry,0.5476513504981995,eye
842,disgust,happy,0.5463252067565918,eye
843,disgust,happy,0.4973609149456024,eye
845,disgust,neutral,0.40103602409362793,eye
847,disgust,neutral,0.5059381723403931,eye
849,disgust,neutral,0.49826258420944214,eye
853,disgust,surprise,0.3126881420612335,eye
855,disgust,angry,0.7427389621734619,eye
856,disgust,angry,0.5055490136146545,eye
857,disgust,angry,0.3061724007129669,eye
858,disgust,angry,0.5655930638313293,eye
859,disgust,fear,0.44574111700057983,eye
860,disgust,fear,0.4383709132671356,eye
863,disgust,angry,0.39699962735176086,eye
865,disgust,sad,0.5059130787849426,eye
866,disgust,angry,0.5108233094215393,eye
868,disgust,sad,0.5304999947547913,eye
869,disgust,angry,0.4594264626502991,eye
873,disgust,sad,0.4689500331878662,eye
874,disgust,angry,0.7845274209976196,eye
880,disgust,fear,0.4202391803264618,eye
882,disgust,angry,0.34126895666122437,eye
883,disgust,sad,0.4519599974155426,eye
884,disgust,happy,0.7466309070587158,eye
