index,true,predicted,predicted_probability,occlusion_mode
343,angry,fear,0.46736106276512146,clean
344,angry,sad,0.4500163197517395,clean
345,angry,surprise,0.3048986792564392,clean
346,angry,sad,0.6800641417503357,clean
348,angry,neutral,0.7708971500396729,clean
353,angry,neutral,0.7466586828231812,clean
356,angry,surprise,0.7339925169944763,clean
359,angry,sad,0.7709658145904541,clean
360,angry,sad,0.33039164543151855,clean
363,angry,sad,0.3499069809913635,clean
365,angry,sad,0.32869452238082886,clean
366,angry,fear,0.5797147750854492,clean
371,angry,fear,0.8333044052124023,clean
376,angry,fear,0.7343817949295044,clean
377,angry,sad,0.8859537839889526,clean
379,angry,sad,0.4306855797767639,clean
383,angry,neutral,0.4291197657585144,clean
384,angry,fear,0.3216918706893921,clean
388,angry,neutral,0.7311197519302368,clean
390,angry,fear,0.6460919380187988,clean
391,angry,surprise,0.7762184143066406,clean
395,angry,neutral,0.8472012281417847,clean
396,angry,sad,0.4990651607513428,clean
398,angry,fear,0.6696188449859619,clean
405,angry,sad,0.4729275107383728,clean
412,angry,sad,0.7525938749313354,clean
415,angry,sad,0.5030146837234497,clean
416,angry,neutral,0.6230432391166687,clean
425,angry,fear,0.33957934379577637,clean
427,angry,fear,0.35422182083129883,clean
433,angry,sad,0.5465063452720642,clean
434,angry,disgust,0.670862078666687,clean
439,angry,sad,0.4309188723564148,clean
441,angry,happy,0.4977940320968628,clean
444,angry,sad,0.5262747406959534,clean
446,angry,neutral,0.3068429231643677,clean
447,angry,sad,0.31779709458351135,clean
450,angry,neutral,0.9559341669082642,clean
451,angry,neutral,0.4924549460411072,clean
455,angry,neutral,0.5188950896263123,clean
456,angry,fear,0.6776576638221741,clean
462,angry,surprise,0.3342629671096802,clean
465,angry,sad,0.3773403763771057,clean
467,angry,sad,0.2979016900062561,clean
470,angry,neutral,0.8398678302764893,clean
472,angry,fear,0.9086365103721619,clean
473,angry,surprise,0.32551002502441406,clean
474,angry,sad,0.514106273651123,clean
475,angry,neutral,0.48191243410110474,clean
477,angry,happy,0.3604125380516052,clean
478,angry,sad,0.49297964572906494,clean
479,angry,fear,0.4954693913459778,clean
480,angry,surprise,0.4309948682785034,clean
481,angry,sad,0.5247666239738464,clean
482,angry,surprise,0.37846797704696655,clean
483,angry,neutral,0.9745495915412903,clean
484,angry,neutral,0.49640557169914246,clean
485,angry,neutral,0.4730122983455658,clean
486,angry,neutral,0.6305099725723267,clean
492,angry,neutral,0.43373680114746094,clean
496,angry,sad,0.3872513771057129,clean
497,angry,fear,0.4664430320262909,clean
504,angry,fear,0.40037640929222107,clean
506,angry,sad,0.4928984045982361,clean
510,angry,sad,0.6588212251663208,clean
512,angry,fear,0.3166132867336273,clean
522,angry,sad,0.7099049091339111,clean
523,angry,disgust,0.483799546957016,clean
528,angry,sad,0.5485233664512634,clean
530,angry,fear,0.5091632008552551,clean
532,angry,fear,0.539656400680542,clean
533,angry,sad,0.41380298137664795,clean
537,angry,sad,0.6993758678436279,clean
538,angry,sad,0.3127363324165344,clean
539,angry,neutral,0.3979451060295105,clean
540,angry,fear,0.7215074896812439,clean
543,angry,sad,0.5639404058456421,clean
544,angry,fear,0.6001360416412354,clean
545,angry,fear,0.48115259408950806,clean
549,angry,sad,0.6638709902763367,clean
550,angry,happy,0.8400076031684875,clean
552,angry,neutral,0.8751192688941956,clean
553,angry,happy,0.6211373805999756,clean
558,angry,sad,0.32127678394317627,clean
560,angry,surprise,0.8320403099060059,clean
561,angry,sad,0.43399953842163086,clean
562,angry,sad,0.4014039635658264,clean
563,angry,fear,0.45372265577316284,clean
565,angry,sad,0.5041725039482117,clean
567,angry,neutral,0.85719895362854,clean
568,angry,sad,0.4014039635658264,clean
570,angry,sad,0.6612147092819214,clean
572,angry,disgust,0.7286036610603333,clean
573,angry,neutral,0.6522393226623535,clean
580,angry,neutral,0.5032498836517334,clean
583,angry,surprise,0.9346756935119629,clean
584,angry,fear,0.8306936025619507,clean
587,angry,fear,0.4175585210323334,clean
593,angry,fear,0.916904091835022,clean
594,angry,disgust,0.9439346790313721,clean
595,angry,neutral,0.5812147259712219,clean
597,angry,sad,0.4413749575614929,clean
599,angry,neutral,0.42944392561912537,clean
603,angry,fear,0.8162803053855896,clean
606,angry,sad,0.4769149720668793,clean
626,angry,sad,0.6801130175590515,clean
628,angry,sad,0.8637523055076599,clean
629,angry,fear,0.3700544834136963,clean
630,angry,fear,0.6505297422409058,clean
631,angry,fear,0.7627341747283936,clean
632,angry,neutral,0.537229061126709,clean
633,angry,sad,0.39673736691474915,clean
634,angry,sad,0.7078921794891357,clean
635,angry,sad,0.631327748298645,clean
637,angry,fear,0.5882723927497864,clean
638,angry,happy,0.7777782678604126,clean
640,angry,disgust,0.6139301061630249,clean
645,angry,surprise,0.32466965913772583,clean
646,angry,sad,0.6582895517349243,clean
647,angry,neutral,0.3722686767578125,clean
648,angry,disgust,0.6600894927978516,clean
652,angry,sad,0.33194324374198914,clean
655,angry,fear,0.40153610706329346,clean
659,angry,disgust,0.806122899055481,clean
661,angry,sad,0.7648272514343262,clean
665,angry,fear,0.5625550746917725,clean
666,angry,happy,0.4568071663379669,clean
667,angry,neutral,0.46835416555404663,clean
668,angry,neutral,0.35900306701660156,clean
669,angry,neutral,0.6070296764373779,clean
670,angry,sad,0.43523889780044556,clean
673,angry,sad,0.8499411344528198,clean
680,angry,fear,0.5135018229484558,clean
682,angry,neutral,0.5995899438858032,clean
683,angry,sad,0.389756977558136,clean
687,angry,fear,0.49591755867004395,clean
688,angry,sad,0.348655641078949,clean
689,angry,neutral,0.6277980208396912,clean
692,angry,fear,0.736695408821106,clean
695,angry,sad,0.4872540831565857,clean
698,angry,sad,0.32683876156806946,clean
700,angry,sad,0.36102327704429626,clean
701,angry,sad,0.534412682056427,clean
704,angry,sad,0.7128469944000244,clean
705,angry,sad,0.49391353130340576,clean
706,angry,neutral,0.3333648443222046,clean
707,angry,neutral,0.390802800655365,clean
710,angry,happy,0.7707518339157104,clean
713,angry,neutral,0.43824514746665955,clean
714,angry,sad,0.6332128047943115,clean
718,angry,surprise,0.7646698355674744,clean
719,angry,fear,0.5196094512939453,clean
720,angry,surprise,0.9688456058502197,clean
735,angry,neutral,0.7091959714889526,clean
736,angry,neutral,0.9178148508071899,clean
738,angry,neutral,0.5824856758117676,clean
741,angry,happy,0.9701722264289856,clean
743,angry,neutral,0.4418390989303589,clean
746,angry,happy,0.8064676523208618,clean
748,angry,fear,0.7706952095031738,clean
751,angry,fear,0.7640488147735596,clean
752,angry,neutral,0.4925121068954468,clean
753,angry,disgust,0.8686417937278748,clean
754,angry,sad,0.3307397961616516,clean
760,angry,sad,0.7602925300598145,clean
764,angry,neutral,0.591745913028717,clean
768,angry,happy,0.7127698659896851,clean
773,angry,fear,0.916904091835022,clean
774,angry,neutral,0.45918285846710205,clean
775,angry,sad,0.617157518863678,clean
778,angry,sad,0.7284492254257202,clean
784,angry,happy,0.6489301323890686,clean
786,angry,sad,0.5518524646759033,clean
789,angry,surprise,0.3613530397415161,clean
791,angry,neutral,0.4202556908130646,clean
794,angry,sad,0.5516433119773865,clean
796,disgust,fear,0.6828138828277588,clean
797,disgust,happy,0.3922727108001709,clean
800,disgust,fear,0.4038252532482147,clean
804,disgust,sad,0.546271562576294,clean
806,disgust,angry,0.985060453414917,clean
807,disgust,angry,0.292060524225235,clean
810,disgust,fear,0.38035494089126587,clean
812,disgust,angry,0.553124189376831,clean
819,disgust,sad,0.3015662729740143,clean
821,disgust,angry,0.9248426556587219,clean
828,disgust,angry,0.408597856760025,clean
831,disgust,angry,0.49415794014930725,clean
834,disgust,surprise,0.36923786997795105,clean
837,disgust,angry,0.986004114151001,clean
838,disgust,angry,0.4932054281234741,clean
839,disgust,angry,0.5952957272529602,clean
846,disgust,angry,0.689475417137146,clean
847,disgust,neutral,0.4520396888256073,clean
849,disgust,angry,0.48475348949432373,clean
853,disgust,sad,0.5908264517784119,clean
855,disgust,angry,0.7283209562301636,clean
856,disgust,angry,0.8144620656967163,clean
858,disgust,angry,0.36991947889328003,clean
860,disgust,neutral,0.5537674427032471,clean
865,disgust,angry,0.6581171751022339,clean
868,disgust,sad,0.4352642595767975,clean
869,disgust,fear,0.46016570925712585,clean
873,disgust,neutral,0.6254258751869202,clean
874,disgust,angry,0.7625372409820557,clean
878,disgust,angry,0.7393438816070557,clean
880,disgust,fear,0.5353265404701233,clean
884,disgust,angry,0.8259810209274292,clean
885,disgust,angry,0.8168583512306213,clean
887,disgust,happy,0.3807756006717682,clean
893,disgust,sad,0.47251078486442566,clean
901,fear,neutral,0.42365121841430664,clean
903,fear,sad,0.5225796699523926,clean
905,fear,angry,0.5214864015579224,clean
906,fear,surprise,0.50482577085495,clean
907,fear,surprise,0.993992030620575,clean
909,fear,sad,0.447668194770813,clean
913,fear,angry,0.3919455409049988,clean
915,fear,surprise,0.9227522611618042,clean
916,fear,sad,0.4735822081565857,clean
917,fear,happy,0.5553528666496277,clean
919,fear,surprise,0.7710530757904053,clean
920,fear,neutral,0.43879538774490356,clean
921,fear,neutral,0.6444482207298279,clean
922,fear,angry,0.5107290744781494,clean
924,fear,neutral,0.6022299528121948,clean
925,fear,angry,0.421392560005188,clean
926,fear,angry,0.9312615990638733,clean
928,fear,angry,0.6561605334281921,clean
931,fear,neutral,0.4372628927230835,clean
933,fear,angry,0.8994778394699097,clean
937,fear,sad,0.5046110153198242,clean
938,fear,neutral,0.9155271053314209,clean
941,fear,surprise,0.530151903629303,clean
943,fear,surprise,0.48889851570129395,clean
944,fear,surprise,0.8444956541061401,clean
946,fear,angry,0.47080662846565247,clean
949,fear,surprise,0.6301535964012146,clean
950,fear,sad,0.3947853446006775,clean
951,fear,sad,0.3821251392364502,clean
954,fear,neutral,0.3490782380104065,clean
955,fear,sad,0.7396422028541565,clean
958,fear,surprise,0.6877236366271973,clean
959,fear,angry,0.4210457503795624,clean
960,fear,happy,0.4186592698097229,clean
961,fear,sad,0.40987449884414673,clean
962,fear,neutral,0.3792593479156494,clean
963,fear,surprise,0.9987322092056274,clean
964,fear,angry,0.9592126607894897,clean
965,fear,happy,0.6680655479431152,clean
968,fear,neutral,0.7604573965072632,clean
969,fear,neutral,0.480875164270401,clean
974,fear,surprise,0.5959770083427429,clean
978,fear,sad,0.7929386496543884,clean
979,fear,neutral,0.7223323583602905,clean
980,fear,surprise,0.8375414609909058,clean
981,fear,sad,0.5464420914649963,clean
982,fear,sad,0.46117138862609863,clean
984,fear,angry,0.9095574021339417,clean
985,fear,sad,0.36095210909843445,clean
987,fear,sad,0.4586756229400635,clean
988,fear,neutral,0.6994549036026001,clean
991,fear,angry,0.8015209436416626,clean
994,fear,surprise,0.9390673637390137,clean
996,fear,neutral,0.6138668656349182,clean
997,fear,sad,0.3772892653942108,clean
998,fear,surprise,0.6499775648117065,clean
1001,fear,angry,0.4236908555030823,clean
1002,fear,surprise,0.9572116732597351,clean
1005,fear,surprise,0.7818045616149902,clean
1006,fear,sad,0.31552228331565857,clean
1009,fear,sad,0.7286950349807739,clean
1013,fear,neutral,0.45440900325775146,clean
1014,fear,angry,0.5740760564804077,clean
1017,fear,sad,0.574466347694397,clean
1019,fear,sad,0.44760316610336304,clean
1020,fear,angry,0.8931055068969727,clean
1021,fear,sad,0.7748710513114929,clean
1023,fear,angry,0.5269982814788818,clean
1026,fear,sad,0.8438611626625061,clean
1027,fear,angry,0.5901060700416565,clean
1031,fear,happy,0.8853117227554321,clean
1033,fear,surprise,0.7682056427001953,clean
1036,fear,surprise,0.8926287889480591,clean
1037,fear,angry,0.7967243194580078,clean
1038,fear,angry,0.6558611392974854,clean
1040,fear,sad,0.7113064527511597,clean
1041,fear,sad,0.7116788625717163,clean
1042,fear,sad,0.7151771187782288,clean
1050,fear,neutral,0.6109156608581543,clean
1052,fear,happy,0.7253003120422363,clean
1053,fear,surprise,0.6445660591125488,clean
1054,fear,angry,0.5113970041275024,clean
1056,fear,surprise,0.7518842220306396,clean
1058,fear,neutral,0.5017944574356079,clean
1059,fear,surprise,0.6740075945854187,clean
1060,fear,neutral,0.407967209815979,clean
1061,fear,angry,0.6661683320999146,clean
1063,fear,sad,0.4834705889225006,clean
1064,fear,sad,0.4800149202346802,clean
1066,fear,sad,0.3531668782234192,clean
1067,fear,angry,0.5974677205085754,clean
1069,fear,angry,0.29141783714294434,clean
1070,fear,surprise,0.9998900890350342,clean
1073,fear,sad,0.9026705026626587,clean
1075,fear,surprise,0.6301535964012146,clean
1079,fear,neutral,0.3426315188407898,clean
1080,fear,angry,0.7338716983795166,clean
1082,fear,angry,0.6934462785720825,clean
1086,fear,neutral,0.39243945479393005,clean
1087,fear,sad,0.7989632487297058,clean
1088,fear,sad,0.5528079867362976,clean
1089,fear,angry,0.7216508388519287,clean
1091,fear,happy,0.7778587341308594,clean
1093,fear,sad,0.7036546468734741,clean
1094,fear,surprise,0.506733238697052,clean
1096,fear,neutral,0.46359938383102417,clean
1097,fear,sad,0.40321528911590576,clean
1099,fear,sad,0.5773472785949707,clean
1100,fear,neutral,0.655079185962677,clean
1102,fear,sad,0.5786641836166382,clean
1104,fear,sad,0.43521350622177124,clean
1107,fear,angry,0.7883236408233643,clean
1108,fear,angry,0.8664316534996033,clean
1109,fear,neutral,0.5581812858581543,clean
1112,fear,sad,0.4897920489311218,clean
1120,fear,neutral,0.4937627613544464,clean
1121,fear,surprise,0.7490164637565613,clean
1122,fear,surprise,0.6116592884063721,clean
1124,fear,angry,0.7943339347839355,clean
1125,fear,surprise,0.6150784492492676,clean
1126,fear,neutral,0.4832112789154053,clean
1129,fear,angry,0.3821018934249878,clean
1130,fear,surprise,0.9837300181388855,clean
1131,fear,surprise,0.8296598196029663,clean
1133,fear,surprise,0.49603164196014404,clean
1134,fear,surprise,0.7355059385299683,clean
1135,fear,neutral,0.6735105514526367,clean
1136,fear,surprise,0.5183876156806946,clean
1138,fear,angry,0.8395129442214966,clean
1140,fear,neutral,0.5458729863166809,clean
1143,fear,sad,0.5234438180923462,clean
1145,fear,sad,0.4721456468105316,clean
1146,fear,sad,0.594774067401886,clean
1147,fear,sad,0.3656086325645447,clean
1149,fear,surprise,0.5269456505775452,clean
1150,fear,angry,0.5543662309646606,clean
1151,fear,angry,0.5507152080535889,clean
1152,fear,surprise,0.39747047424316406,clean
1153,fear,neutral,0.30012083053588867,clean
1154,fear,angry,0.5900213718414307,clean
1156,fear,neutral,0.60611891746521,clean
1157,fear,angry,0.6278070211410522,clean
1159,fear,surprise,0.6115907430648804,clean
1162,fear,happy,0.8658004999160767,clean
1164,fear,angry,0.6697592735290527,clean
1166,fear,surprise,0.7238412499427795,clean
1168,fear,neutral,0.6264488697052002,clean
1171,fear,neutral,0.8620198965072632,clean
1178,fear,sad,0.4174451529979706,clean
1181,fear,sad,0.2807125449180603,clean
1183,fear,angry,0.9972580671310425,clean
1186,fear,surprise,0.7726044654846191,clean
1187,fear,angry,0.6361134648323059,clean
1189,fear,neutral,0.8494932651519775,clean
1191,fear,sad,0.6561856269836426,clean
1194,fear,neutral,0.42531782388687134,clean
1200,fear,surprise,0.7961933612823486,clean
1201,fear,angry,0.49356409907341003,clean
1203,fear,neutral,0.4854525923728943,clean
1208,fear,angry,0.3402847945690155,clean
1209,fear,surprise,0.44212400913238525,clean
1212,fear,neutral,0.43330833315849304,clean
1213,fear,sad,0.6040866374969482,clean
1218,fear,angry,0.9457769393920898,clean
1220,fear,sad,0.765748143196106,clean
