index,true,predicted,predicted_probability,occlusion_mode
214,angry,happy,0.45441651344299316,mouth
215,angry,sad,0.45132550597190857,mouth
221,angry,disgust,0.38463467359542847,mouth
222,angry,disgust,0.5479655265808105,mouth
225,angry,fear,0.3572273850440979,mouth
226,angry,surprise,0.4515003561973572,mouth
228,angry,sad,0.5387158393859863,mouth
230,angry,sad,0.27948951721191406,mouth
232,angry,happy,0.9214325547218323,mouth
240,angry,neutral,0.6488739252090454,mouth
242,angry,neutral,0.5565118193626404,mouth
245,angry,disgust,0.4647471308708191,mouth
246,angry,fear,0.7107418775558472,mouth
249,angry,disgust,0.5082736015319824,mouth
250,angry,sad,0.38989198207855225,mouth
257,angry,surprise,0.30007609724998474,mouth
258,angry,neutral,0.6773661375045776,mouth
259,angry,disgust,0.6882138252258301,mouth
262,angry,neutral,0.30329054594039917,mouth
263,angry,neutral,0.4024573564529419,mouth
271,angry,surprise,0.4671999216079712,mouth
273,angry,sad,0.35674744844436646,mouth
275,angry,sad,0.38735431432724,mouth
279,angry,happy,0.3161541819572449,mouth
285,angry,disgust,0.9584558010101318,mouth
286,angry,sad,0.37197399139404297,mouth
290,angry,neutral,0.6494742631912231,mouth
291,angry,neutral,0.6143671870231628,mouth
292,angry,sad,0.3161161541938782,mouth
296,angry,sad,0.42206841707229614,mouth
297,angry,sad,0.48002684116363525,mouth
299,angry,neutral,0.4064703583717346,mouth
300,angry,fear,0.4854993224143982,mouth
303,angry,sad,0.7443721890449524,mouth
304,angry,neutral,0.5109907388687134,mouth
305,angry,fear,0.40239426493644714,mouth
308,angry,sad,0.36143308877944946,mouth
309,angry,disgust,0.26220497488975525,mouth
310,angry,sad,0.41082829236984253,mouth
312,angry,sad,0.5922583341598511,mouth
314,angry,neutral,0.2803894281387329,mouth
319,angry,fear,0.4622470438480377,mouth
320,angry,fear,0.617191731929779,mouth
321,angry,neutral,0.4211418032646179,mouth
322,angry,fear,0.5365784168243408,mouth
324,angry,happy,0.4648434519767761,mouth
327,angry,sad,0.655622124671936,mouth
332,angry,happy,0.7973183393478394,mouth
335,angry,sad,0.5183610320091248,mouth
336,angry,neutral,0.9567805528640747,mouth
337,angry,sad,0.3830567002296448,mouth
343,angry,fear,0.4359321594238281,mouth
344,angry,sad,0.4008362591266632,mouth
346,angry,sad,0.5225939750671387,mouth
347,angry,sad,0.3346169888973236,mouth
348,angry,neutral,0.624045729637146,mouth
353,angry,neutral,0.5324262380599976,mouth
354,angry,surprise,0.8797290325164795,mouth
356,angry,surprise,0.8619904518127441,mouth
357,angry,sad,0.5165220499038696,mouth
359,angry,sad,0.3880559802055359,mouth
360,angry,sad,0.3467007279396057,mouth
363,angry,fear,0.33010172843933105,mouth
366,angry,fear,0.6656323075294495,mouth
371,angry,fear,0.8161481022834778,mouth
373,angry,happy,0.7963746786117554,mouth
374,angry,neutral,0.31661853194236755,mouth
375,angry,happy,0.6424140930175781,mouth
376,angry,fear,0.710352897644043,mouth
377,angry,sad,0.8282651901245117,mouth
378,angry,disgust,0.9873956441879272,mouth
379,angry,sad,0.3493201434612274,mouth
381,angry,neutral,0.4753463566303253,mouth
383,angry,neutral,0.2986387014389038,mouth
384,angry,sad,0.608538031578064,mouth
388,angry,neutral,0.42307084798812866,mouth
390,angry,sad,0.4435197114944458,mouth
391,angry,surprise,0.6632282733917236,mouth
393,angry,disgust,0.5332712531089783,mouth
395,angry,neutral,0.7060577869415283,mouth
396,angry,disgust,0.8604261875152588,mouth
397,angry,disgust,0.8667803406715393,mouth
398,angry,fear,0.7445664405822754,mouth
399,angry,surprise,0.6346664428710938,mouth
407,angry,happy,0.4633265435695648,mouth
408,angry,happy,0.3278830945491791,mouth
410,angry,disgust,0.4876403212547302,mouth
412,angry,neutral,0.4198017120361328,mouth
415,angry,sad,0.46259090304374695,mouth
416,angry,neutral,0.46721190214157104,mouth
427,angry,sad,0.5799765586853027,mouth
430,angry,sad,0.5395787358283997,mouth
432,angry,happy,0.4620600640773773,mouth
433,angry,sad,0.45502158999443054,mouth
441,angry,happy,0.3031761944293976,mouth
444,angry,sad,0.5752757787704468,mouth
446,angry,surprise,0.23930707573890686,mouth
447,angry,disgust,0.38740038871765137,mouth
448,angry,fear,0.33000367879867554,mouth
450,angry,neutral,0.45941489934921265,mouth
451,angry,happy,0.6390961408615112,mouth
452,angry,surprise,0.45031264424324036,mouth
455,angry,sad,0.5812773108482361,mouth
456,angry,fear,0.7482936382293701,mouth
457,angry,disgust,0.5594784617424011,mouth
462,angry,surprise,0.6047898530960083,mouth
464,angry,fear,0.38718992471694946,mouth
465,angry,neutral,0.5519586801528931,mouth
467,angry,sad,0.45371800661087036,mouth
469,angry,surprise,0.6271247863769531,mouth
470,angry,neutral,0.8618395328521729,mouth
472,angry,fear,0.8840921521186829,mouth
473,angry,surprise,0.5741647481918335,mouth
475,angry,neutral,0.4584103524684906,mouth
477,angry,neutral,0.45934274792671204,mouth
478,angry,sad,0.588665246963501,mouth
479,angry,fear,0.5505916476249695,mouth
480,angry,surprise,0.4740177094936371,mouth
482,angry,surprise,0.43299663066864014,mouth
483,angry,neutral,0.7128706574440002,mouth
486,angry,neutral,0.4934770464897156,mouth
489,angry,disgust,0.5055090188980103,mouth
490,angry,happy,0.8026472330093384,mouth
491,angry,surprise,0.6644948720932007,mouth
492,angry,neutral,0.5142635703086853,mouth
497,angry,neutral,0.3666767179965973,mouth
499,angry,neutral,0.4487060606479645,mouth
504,angry,fear,0.37515974044799805,mouth
506,angry,neutral,0.5910509824752808,mouth
510,angry,sad,0.718219518661499,mouth
512,angry,fear,0.4214937090873718,mouth
520,angry,sad,0.31416571140289307,mouth
522,angry,sad,0.7601120471954346,mouth
523,angry,sad,0.4773087501525879,mouth
527,angry,surprise,0.5563243627548218,mouth
528,angry,neutral,0.597409725189209,mouth
530,angry,fear,0.3808385133743286,mouth
532,angry,fear,0.6637001633644104,mouth
533,angry,sad,0.4755812883377075,mouth
538,angry,disgust,0.25496456027030945,mouth
539,angry,neutral,0.4368917942047119,mouth
540,angry,fear,0.6568994522094727,mouth
543,angry,sad,0.7218083143234253,mouth
544,angry,fear,0.32984399795532227,mouth
545,angry,disgust,0.5573239922523499,mouth
549,angry,sad,0.7526607513427734,mouth
550,angry,happy,0.9670522809028625,mouth
552,angry,neutral,0.746013879776001,mouth
558,angry,sad,0.3646355867385864,mouth
559,angry,happy,0.9052600264549255,mouth
560,angry,surprise,0.3978782296180725,mouth
561,angry,sad,0.5992169380187988,mouth
562,angry,disgust,0.4025389850139618,mouth
563,angry,fear,0.2769622206687927,mouth
565,angry,sad,0.5229779481887817,mouth
567,angry,neutral,0.776366114616394,mouth
568,angry,happy,0.4248230457305908,mouth
570,angry,sad,0.5561554431915283,mouth
572,angry,disgust,0.8081921339035034,mouth
573,angry,neutral,0.6953716278076172,mouth
580,angry,neutral,0.326499879360199,mouth
583,angry,surprise,0.7159801721572876,mouth
584,angry,disgust,0.6173439025878906,mouth
585,angry,sad,0.4313920736312866,mouth
587,angry,surprise,0.5586733818054199,mouth
590,angry,surprise,0.5197417140007019,mouth
592,angry,happy,0.44418585300445557,mouth
593,angry,fear,0.7275072336196899,mouth
594,angry,fear,0.38003087043762207,mouth
595,angry,neutral,0.45078909397125244,mouth
597,angry,sad,0.4572421908378601,mouth
599,angry,sad,0.33226802945137024,mouth
601,angry,fear,0.3045509159564972,mouth
603,angry,fear,0.5146414637565613,mouth
606,angry,sad,0.6045526266098022,mouth
619,angry,disgust,0.37391969561576843,mouth
626,angry,sad,0.8669793605804443,mouth
628,angry,sad,0.9326348304748535,mouth
629,angry,fear,0.4343551993370056,mouth
630,angry,fear,0.6047384738922119,mouth
631,angry,fear,0.6344796419143677,mouth
633,angry,sad,0.40544772148132324,mouth
634,angry,sad,0.4394015073776245,mouth
635,angry,sad,0.49103522300720215,mouth
637,angry,surprise,0.6755762100219727,mouth
639,angry,neutral,0.3679502606391907,mouth
640,angry,disgust,0.4475632905960083,mouth
642,angry,happy,0.5395232439041138,mouth
645,angry,happy,0.5884479880332947,mouth
646,angry,sad,0.6478181481361389,mouth
650,angry,disgust,0.37406298518180847,mouth
652,angry,sad,0.3718189001083374,mouth
655,angry,sad,0.42404937744140625,mouth
657,angry,neutral,0.44636809825897217,mouth
659,angry,disgust,0.7070935964584351,mouth
661,angry,sad,0.7701541781425476,mouth
666,angry,happy,0.5494394302368164,mouth
667,angry,neutral,0.49514761567115784,mouth
668,angry,happy,0.3028309941291809,mouth
669,angry,neutral,0.41537052392959595,mouth
670,angry,sad,0.6777423620223999,mouth
671,angry,surprise,0.2505515217781067,mouth
673,angry,sad,0.918344259262085,mouth
678,angry,sad,0.3044905960559845,mouth
680,angry,fear,0.442788690328598,mouth
682,angry,neutral,0.709458589553833,mouth
683,angry,neutral,0.29161080718040466,mouth
687,angry,fear,0.3087008595466614,mouth
688,angry,disgust,0.4054102897644043,mouth
689,angry,neutral,0.30916061997413635,mouth
692,angry,fear,0.6550463438034058,mouth
695,angry,fear,0.545074462890625,mouth
697,angry,surprise,0.3709276020526886,mouth
698,angry,fear,0.3218689560890198,mouth
700,angry,fear,0.4978519380092621,mouth
701,angry,fear,0.2734310030937195,mouth
703,angry,happy,0.5438697338104248,mouth
704,angry,sad,0.4540089964866638,mouth
705,angry,fear,0.45653286576271057,mouth
706,angry,neutral,0.3921543061733246,mouth
707,angry,neutral,0.354033887386322,mouth
710,angry,happy,0.3561418056488037,mouth
713,angry,neutral,0.5299050807952881,mouth
714,angry,sad,0.4189791977405548,mouth
719,angry,fear,0.5362212657928467,mouth
720,angry,surprise,0.9030567407608032,mouth
726,angry,sad,0.2978878617286682,mouth
727,angry,fear,0.5610771179199219,mouth
735,angry,neutral,0.5848803520202637,mouth
736,angry,neutral,0.7292391657829285,mouth
737,angry,sad,0.48038250207901,mouth
738,angry,sad,0.460182249546051,mouth
743,angry,disgust,0.26863235235214233,mouth
744,angry,sad,0.32617104053497314,mouth
746,angry,happy,0.5964169502258301,mouth
748,angry,fear,0.7356913089752197,mouth
751,angry,fear,0.6564944982528687,mouth
752,angry,neutral,0.5146279335021973,mouth
753,angry,sad,0.4748574197292328,mouth
755,angry,surprise,0.48426640033721924,mouth
756,angry,fear,0.2839958071708679,mouth
760,angry,sad,0.6095661520957947,mouth
764,angry,neutral,0.6468160152435303,mouth
768,angry,happy,0.8633208274841309,mouth
769,angry,neutral,0.3284100294113159,mouth
773,angry,fear,0.7670966386795044,mouth
775,angry,sad,0.49653926491737366,mouth
776,angry,neutral,0.3925836980342865,mouth
778,angry,sad,0.7703427076339722,mouth
780,angry,sad,0.3142266273498535,mouth
784,angry,happy,0.6037713289260864,mouth
786,angry,neutral,0.5641292929649353,mouth
788,angry,neutral,0.5452879667282104,mouth
789,angry,happy,0.44201716780662537,mouth
794,angry,sad,0.5315908789634705,mouth
795,angry,sad,0.43204930424690247,mouth
796,disgust,fear,0.6349247694015503,mouth
797,disgust,fear,0.23925288021564484,mouth
800,disgust,angry,0.6291247606277466,mouth
804,disgust,sad,0.5401816368103027,mouth
806,disgust,angry,0.7347730398178101,mouth
810,disgust,fear,0.40193843841552734,mouth
812,disgust,angry,0.6918681859970093,mouth
819,disgust,sad,0.42659831047058105,mouth
821,disgust,angry,0.9742385745048523,mouth
831,disgust,angry,0.9128844738006592,mouth
834,disgust,happy,0.6582683324813843,mouth
837,disgust,angry,0.9754739999771118,mouth
838,disgust,angry,0.3476164638996124,mouth
839,disgust,angry,0.6590577363967896,mouth
846,disgust,angry,0.8180989027023315,mouth
847,disgust,neutral,0.5282083749771118,mouth
849,disgust,angry,0.5158317685127258,mouth
853,disgust,sad,0.5403974056243896,mouth
855,disgust,fear,0.35423773527145386,mouth
856,disgust,angry,0.7000362873077393,mouth
857,disgust,sad,0.30129554867744446,mouth
858,disgust,fear,0.5750550031661987,mouth
859,disgust,fear,0.34680479764938354,mouth
860,disgust,angry,0.40519559383392334,mouth
863,disgust,sad,0.3528226315975189,mouth
868,disgust,sad,0.3741838037967682,mouth
869,disgust,fear,0.5574089288711548,mouth
873,disgust,neutral,0.6152522563934326,mouth
874,disgust,angry,0.9056007862091064,mouth
878,disgust,angry,0.922560453414917,mouth
880,disgust,angry,0.5528102517127991,mouth
884,disgust,angry,0.8623743057250977,mouth
885,disgust,angry,0.763835072517395,mouth
886,disgust,fear,0.4283841550350189,mouth
887,disgust,angry,0.5621271729469299,mouth
892,disgust,surprise,0.3726135492324829,mouth
893,disgust,sad,0.5049657821655273,mouth
894,disgust,neutral,0.26467299461364746,mouth
897,fear,angry,0.3606804311275482,mouth
901,fear,neutral,0.3479888439178467,mouth
903,fear,sad,0.3672807216644287,mouth
905,fear,angry,0.6213468909263611,mouth
906,fear,surprise,0.36714059114456177,mouth
907,fear,surprise,0.9430263638496399,mouth
909,fear,angry,0.3500934839248657,mouth
911,fear,surprise,0.7057653069496155,mouth
913,fear,sad,0.36575406789779663,mouth
914,fear,angry,0.4662974178791046,mouth
915,fear,angry,0.33180496096611023,mouth
916,fear,neutral,0.31972211599349976,mouth
917,fear,neutral,0.4148609936237335,mouth
918,fear,sad,0.7907202243804932,mouth
919,fear,sad,0.43572890758514404,mouth
920,fear,neutral,0.434395968914032,mouth
921,fear,neutral,0.6141757369041443,mouth
922,fear,angry,0.4520877003669739,mouth
923,fear,angry,0.5783262848854065,mouth
924,fear,neutral,0.8571653366088867,mouth
926,fear,angry,0.43889927864074707,mouth
928,fear,sad,0.46548229455947876,mouth
931,fear,neutral,0.7865220308303833,mouth
933,fear,angry,0.8417640924453735,mouth
936,fear,angry,0.41798293590545654,mouth
937,fear,disgust,0.34648531675338745,mouth
938,fear,neutral,0.7634220123291016,mouth
943,fear,surprise,0.42987537384033203,mouth
944,fear,surprise,0.92386394739151,mouth
945,fear,surprise,0.3694542944431305,mouth
946,fear,angry,0.5466004610061646,mouth
949,fear,surprise,0.4324542284011841,mouth
951,fear,happy,0.3901628851890564,mouth
954,fear,neutral,0.5698736310005188,mouth
955,fear,sad,0.37762367725372314,mouth
957,fear,sad,0.3625684380531311,mouth
958,fear,surprise,0.7739784121513367,mouth
959,fear,angry,0.6967489719390869,mouth
960,fear,happy,0.6702091693878174,mouth
961,fear,sad,0.38594740629196167,mouth
962,fear,angry,0.5725833177566528,mouth
963,fear,surprise,0.9884216785430908,mouth
964,fear,angry,0.97354656457901,mouth
965,fear,happy,0.31631770730018616,mouth
967,fear,angry,0.7269114851951599,mouth
968,fear,neutral,0.4820708632469177,mouth
969,fear,neutral,0.4930671453475952,mouth
970,fear,sad,0.4192159175872803,mouth
973,fear,sad,0.5065999627113342,mouth
974,fear,surprise,0.6347953081130981,mouth
978,fear,sad,0.6932257413864136,mouth
979,fear,neutral,0.5195081233978271,mouth
982,fear,neutral,0.37815427780151367,mouth
984,fear,angry,0.7938265800476074,mouth
985,fear,sad,0.4211415648460388,mouth
987,fear,neutral,0.5923947095870972,mouth
988,fear,neutral,0.6461188793182373,mouth
991,fear,angry,0.7237812876701355,mouth
992,fear,sad,0.46884897351264954,mouth
993,fear,neutral,0.4111848473548889,mouth
994,fear,surprise,0.931665301322937,mouth
996,fear,neutral,0.5332847833633423,mouth
997,fear,angry,0.32860875129699707,mouth
998,fear,surprise,0.3564273416996002,mouth
1000,fear,sad,0.33882176876068115,mouth
1002,fear,surprise,0.8795264363288879,mouth
1003,fear,angry,0.7111566662788391,mouth
1004,fear,surprise,0.4252884089946747,mouth
1005,fear,surprise,0.7586718797683716,mouth
1006,fear,surprise,0.35894936323165894,mouth
1008,fear,disgust,0.5348236560821533,mouth
1009,fear,sad,0.563576340675354,mouth
1010,fear,sad,0.27057787775993347,mouth
1011,fear,neutral,0.29636043310165405,mouth
1013,fear,neutral,0.3993006944656372,mouth
1014,fear,angry,0.4520978033542633,mouth
1017,fear,sad,0.4665663242340088,mouth
1019,fear,sad,0.3019251823425293,mouth
1020,fear,angry,0.41666871309280396,mouth
1021,fear,sad,0.6844595670700073,mouth
1026,fear,sad,0.6643186807632446,mouth
1028,fear,neutral,0.5086501836776733,mouth
1029,fear,surprise,0.6641125082969666,mouth
1031,fear,sad,0.6029936075210571,mouth
1033,fear,surprise,0.5232540369033813,mouth
1034,fear,sad,0.40208521485328674,mouth
1035,fear,surprise,0.546209990978241,mouth
1036,fear,surprise,0.36641037464141846,mouth
1037,fear,angry,0.7606585025787354,mouth
1038,fear,angry,0.7497072219848633,mouth
1040,fear,sad,0.6154631972312927,mouth
1041,fear,sad,0.5491228699684143,mouth
1042,fear,sad,0.6245344877243042,mouth
